2015-08-15	0
2015-08-16	1
2015-08-17	0
2015-08-18	1
2015-08-19	0
2015-08-20	1
2015-08-21	0
2015-08-22	0
2015-08-23	3
2015-08-24	1
2015-08-25	2
2015-08-26	0
2015-08-27	1
2015-08-28	2
2015-08-29	0
2015-08-30	0
2015-08-31	0
2015-09-01	0
2015-09-02	6
2015-09-03	2
2015-09-04	2
2015-09-05	1
2015-09-06	0
2015-09-07	0
2015-09-08	0
2015-09-09	0
2015-09-10	2
2015-09-11	2
2015-09-12	2
2015-09-13	0
2015-09-14	1
2015-09-15	1
2015-09-16	4
2015-09-17	0
2015-09-18	4
2015-09-19	1
2015-09-20	3
2015-09-21	4
2015-09-22	1
2015-09-23	0
2015-09-24	2
2015-09-25	4
2015-09-26	3
2015-09-27	1
2015-09-28	3
2015-09-29	4
2015-09-30	4
2015-10-01	2
2015-10-02	8
2015-10-03	3
2015-10-04	3
2015-10-05	3
2015-10-06	2
2015-10-07	4
2015-10-08	6
2015-10-09	6
2015-10-10	3
2015-10-11	4
2015-10-12	7
2015-10-13	1
2015-10-14	4
2015-10-15	3
2015-10-16	1
2015-10-17	3
2015-10-18	7
2015-10-19	4
2015-10-20	4
2015-10-21	3
2015-10-22	6
2015-10-23	4
2015-10-24	9
2015-10-25	8
2015-10-26	8
2015-10-27	15
2015-10-28	9
2015-10-29	6
2015-10-30	5
2015-10-31	3
2015-11-01	13
2015-11-02	4
2015-11-03	18
2015-11-04	4
2015-11-05	9
2015-11-06	7
2015-11-07	9
2015-11-08	4
2015-11-09	6
2015-11-10	4
2015-11-11	15
2015-11-12	5
2015-11-13	49
2015-11-14	10
2015-11-15	36
2015-11-16	27
2015-11-17	23
2015-11-18	11
2015-11-19	32
2015-11-20	16
2015-11-21	98
2015-11-22	61
2015-11-23	42
2015-11-24	30
2015-11-25	15
2015-11-26	16
2015-11-27	34
2015-11-28	71
2015-11-29	76
2015-11-30	39
2015-12-01	36
2015-12-02	33
2015-12-03	20
2015-12-04	41
2015-12-05	100
2015-12-06	71
2015-12-07	31
2015-12-08	28
2015-12-09	22
2015-12-10	31
2015-12-11	36
2015-12-12	27
2015-12-13	20
2015-12-14	12
2015-12-15	11
2015-12-16	17
2015-12-17	14
2015-12-18	9
2015-12-19	10
2015-12-20	3
2015-12-21	8
2015-12-22	10
2015-12-23	8
2015-12-24	6
2015-12-25	4
2015-12-26	4
2015-12-27	6
2015-12-28	2
2015-12-29	3
2015-12-30	6
2015-12-31	1
