10	01	254
10	02	283
10	03	424
10	04	527
10	05	322
10	06	244
10	07	273
10	08	236
10	09	388
10	10	1072
10	11	933
10	12	505
10	13	273
10	14	230
10	15	337
10	16	330
10	17	431
10	18	449
10	19	307
10	20	309
10	21	336
10	22	280
10	23	319
10	24	502
10	25	477
10	26	312
10	27	245
10	28	187
10	29	254
10	30	278
10	31	381
11	01	451
11	02	291
11	03	342
11	04	279
11	05	275
11	06	347
11	07	495
11	08	615
11	09	294
11	10	242
11	11	329
11	12	244
11	13	348
11	14	492
11	15	466
11	16	409
11	17	280
11	18	286
11	19	268
11	20	337
11	21	529
11	22	583
11	23	662
11	24	318
11	25	291
11	26	257
11	27	293
11	28	385
11	29	421
11	30	263
12	01	261
12	02	275
12	03	231
12	04	250
12	05	362
12	06	407
12	07	287
12	08	243
12	09	286
12	10	272
12	11	234
12	12	442
12	13	344
12	14	263
12	15	226
12	16	223
12	17	287
12	18	260
12	19	349
12	20	454
12	21	263
12	22	223
12	23	394
12	24	307
12	25	261
12	26	366
12	27	368
12	28	340
12	29	452
12	30	466
12	31	366
