10	01	24
10	02	33
10	03	28
10	04	56
10	05	30
10	06	39
10	07	37
10	08	23
10	09	16
10	10	45
10	11	48
10	12	70
10	13	31
10	14	28
10	15	47
10	16	41
10	17	62
10	18	83
10	19	51
10	20	34
10	21	35
10	22	35
10	23	38
10	24	59
10	25	47
10	26	30
10	27	33
10	28	49
10	29	29
10	30	27
10	31	41
11	01	64
11	02	31
11	03	56
11	04	32
11	05	26
11	06	34
11	07	47
11	08	38
11	09	33
11	10	28
11	11	17
11	12	24
11	13	21
11	14	32
11	15	27
11	16	24
11	17	15
11	18	19
11	19	22
11	20	10
11	21	24
11	22	26
11	23	21
11	24	28
11	25	27
11	26	17
11	27	24
11	28	39
11	29	28
11	30	19
12	01	18
12	02	23
12	03	17
12	04	22
12	05	30
12	06	15
12	07	21
12	08	28
12	09	19
12	10	32
12	11	22
12	12	36
12	13	28
12	14	16
12	15	26
12	16	21
12	17	24
12	18	22
12	19	25
12	20	12
12	21	25
12	22	31
12	23	26
12	24	21
12	25	27
12	26	21
12	27	24
12	28	19
12	29	34
12	30	34
12	31	48
