10	01	132
10	02	151
10	03	207
10	04	213
10	05	141
10	06	210
10	07	229
10	08	159
10	09	161
10	10	222
10	11	217
10	12	274
10	13	136
10	14	124
10	15	141
10	16	139
10	17	205
10	18	231
10	19	148
10	20	118
10	21	122
10	22	141
10	23	156
10	24	210
10	25	178
10	26	141
10	27	141
10	28	153
10	29	135
10	30	114
10	31	155
11	01	201
11	02	132
11	03	162
11	04	137
11	05	126
11	06	173
11	07	234
11	08	205
11	09	141
11	10	122
11	11	121
11	12	132
11	13	124
11	14	143
11	15	147
11	16	151
11	17	110
11	18	107
11	19	118
11	20	133
11	21	150
11	22	158
11	23	184
11	24	160
11	25	138
11	26	99
11	27	124
11	28	151
11	29	132
11	30	104
12	01	129
12	02	110
12	03	105
12	04	111
12	05	147
12	06	196
12	07	146
12	08	155
12	09	149
12	10	113
12	11	131
12	12	182
12	13	172
12	14	129
12	15	140
12	16	119
12	17	113
12	18	134
12	19	157
12	20	127
12	21	143
12	22	151
12	23	135
12	24	155
12	25	132
12	26	155
12	27	143
12	28	126
12	29	147
12	30	163
12	31	155
