02	17	59
02	18	60
02	19	79
02	20	80
02	21	121
02	22	83
02	23	78
02	24	74
02	25	67
02	26	62
02	27	83
02	28	96
03	01	117
03	02	86
03	03	63
03	04	82
03	05	101
03	06	86
03	07	93
03	08	94
03	09	57
03	10	72
03	11	91
03	12	77
03	13	92
03	14	108
03	15	108
03	16	78
03	17	88
03	18	86
03	19	97
03	20	88
03	21	135
03	22	164
03	23	96
03	24	105
03	25	110
03	26	106
03	27	159
03	28	324
03	29	320
03	30	387
03	31	480
04	01	351
04	02	436
04	03	394
04	04	396
04	05	208
04	06	259
04	07	156
04	08	291
04	09	139
04	10	111
04	11	156
04	12	220
04	13	85
04	14	77
04	15	95
04	16	87
04	17	115
04	18	209
04	19	169
04	20	78
04	21	110
04	22	93
04	23	125
04	24	124
04	25	157
04	26	197
04	27	102
04	28	50
04	29	82
04	30	61
05	01	97
05	02	112
05	03	111
05	04	89
05	05	93
05	06	105
05	07	64
05	08	71
05	09	93
05	10	98
05	11	64
05	12	50
05	13	80
05	14	81
05	15	63
05	16	72
05	17	88
05	18	55
05	19	70
05	20	76
05	21	55
05	22	109
05	23	122
05	24	107
05	25	59
05	26	75
05	27	46
05	28	68
05	29	37
05	30	94
05	31	95
06	01	44
06	02	60
06	03	43
06	04	51
06	05	47
06	06	91
06	07	106
06	08	62
06	09	39
06	10	51
06	11	43
06	12	62
06	13	101
06	14	59
06	15	67
06	16	62
06	17	47
06	18	43
06	19	39
06	20	88
06	21	60
06	22	46
06	23	31
06	24	59
06	25	53
06	26	45
06	27	73
06	28	115
06	29	89
06	30	54
07	01	58
07	02	70
07	03	45
07	04	58
07	05	42
07	06	35
07	07	46
07	08	44
07	09	46
07	10	84
07	11	88
07	12	129
07	13	46
07	14	60
07	15	70
07	16	41
07	17	41
07	18	56
07	19	89
07	20	62
07	21	52
07	22	54
07	23	66
07	24	109
07	25	114
07	26	118
07	27	63
07	28	103
07	29	59
07	30	76
07	31	54
08	01	61
08	02	99
08	03	34
08	04	48
08	05	83
08	06	69
08	07	41
08	08	61
08	09	68
08	10	45
08	11	143
08	12	69
08	13	50
08	14	107
08	15	240
08	16	132
08	17	47
08	18	45
08	19	51
08	20	45
08	21	70
08	22	89
08	23	102
08	24	64
08	25	86
08	26	71
08	27	71
08	28	52
08	29	72
08	30	105
08	31	82
09	01	57
09	02	60
09	03	48
09	04	84
09	05	119
09	06	144
09	07	47
09	08	33
09	09	39
09	10	50
09	11	65
09	12	94
09	13	94
09	14	54
09	15	55
09	16	84
09	17	39
09	18	78
09	19	177
09	20	131
09	21	113
09	22	116
09	23	126
09	24	70
09	25	64
09	26	84
09	27	110
09	28	76
09	29	102
09	30	101
10	01	60
10	02	105
10	03	112
10	04	138
10	05	63
10	06	62
10	07	71
10	08	66
10	09	64
10	10	89
10	11	97
10	12	111
10	13	73
10	14	78
10	15	115
10	16	63
10	17	112
10	18	138
10	19	69
10	20	79
10	21	66
10	22	76
10	23	69
10	24	107
10	25	116
10	26	85
10	27	146
10	28	142
10	29	94
10	30	73
10	31	74
11	01	125
11	02	53
11	03	116
11	04	50
11	05	86
11	06	94
11	07	90
11	08	91
11	09	68
11	10	50
11	11	73
11	12	65
11	13	119
11	14	94
11	15	149
11	16	112
11	17	106
11	18	73
11	19	99
11	20	68
11	21	232
11	22	184
11	23	148
11	24	98
11	25	76
11	26	69
11	27	120
11	28	212
11	29	203
11	30	117
12	01	137
12	02	96
12	03	83
12	04	123
12	05	233
12	06	220
12	07	119
12	08	90
12	09	102
12	10	122
12	11	117
12	12	145
12	13	101
12	14	68
12	15	77
12	16	84
12	17	88
12	18	71
12	19	105
12	20	83
12	21	49
12	22	85
12	23	83
12	24	68
12	25	63
12	26	84
12	27	84
12	28	59
12	29	69
12	30	76
12	31	78
